"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.col","Input.12","Input.13","Input.14","Input.15","Input.16","Input.18","Input.19","Input.21","Input.22","Input.26","Answer.12","Answer.13","Answer.14","Answer.15","Answer.16","Answer.18","Answer.19","Answer.21","Answer.22","Answer.26","Answer.col","Approve","Reject"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","20V9Z0B6UTO67PZ5O1MRPGPYV6AZOC","AD8351Q4SXEH6","Submitted","Tue Nov 13 16:42:17 GMT 2012","Tue Nov 13 16:43:34 GMT 2012","Thu Nov 15 08:43:34 PST 2012","","","","77","100% (7/7)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","51786608.8","1515501800","392700000","1124090364","33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","22A2KYEPLSP7J56W24A3TAHSH00VPP","AMKWR51EXOPA4","Submitted","Tue Nov 13 16:47:23 GMT 2012","Tue Nov 13 16:48:28 GMT 2012","Thu Nov 15 08:48:28 PST 2012","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","51786608.8","151501800","392700000","1124090364","33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","25OAVKI62NJQGMSCVH0QM6BMOM0KS8","A1OX7P2VP3XCK3","Submitted","Tue Nov 13 16:45:42 GMT 2012","Tue Nov 13 16:46:32 GMT 2012","Thu Nov 15 08:46:32 PST 2012","","","","50","100% (4/4)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","28F5F3Q0JG5TC78MS624EF9UV30DHJ","A2WLTDIILI4K16","Submitted","Tue Nov 13 22:06:48 GMT 2012","Tue Nov 13 22:07:53 GMT 2012","Thu Nov 15 14:07:53 PST 2012","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","","","","","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","28IS1CSTMOFX5YDEEKSE3DNZMP9ORQ","A6B84DJ6TA408","Submitted","Tue Nov 13 19:01:23 GMT 2012","Tue Nov 13 19:03:57 GMT 2012","Thu Nov 15 11:03:57 PST 2012","","","","154","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-517866088","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","2CTO3W5XH0JP3D3CG65PQSP98U1DJJ","AYG3MF094634L","Submitted","Tue Nov 13 17:50:21 GMT 2012","Tue Nov 13 17:51:32 GMT 2012","Thu Nov 15 09:51:32 PST 2012","","","","71","100% (1/1)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","2D15SW6NG1FSH8JXFJPF6FZU2VQIWT","A2IGVLGL7WD3OP","Submitted","Tue Nov 13 19:03:09 GMT 2012","Tue Nov 13 19:07:16 GMT 2012","Thu Nov 15 11:07:16 PST 2012","","","","247","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","2D9VWAVKI62NXBNB3AQ9EQH8EU7IQN","A9P8F5MGSBUEM","Submitted","Tue Nov 13 18:43:03 GMT 2012","Tue Nov 13 18:47:18 GMT 2012","Thu Nov 15 10:47:18 PST 2012","","","","255","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","2E3LYHVI44OSG5644LEE4SBCSFHX3J","A1X0LKW8471HJD","Submitted","Tue Nov 13 16:51:51 GMT 2012","Tue Nov 13 16:53:48 GMT 2012","Thu Nov 15 08:53:48 PST 2012","","","","117","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003365421","C|C"
"2K80JG5TYMNCAJWE5N0SXSHYDPHHLJ","2UADM25L8I9NDHRRA7XOJ4QW7SHRHD","Fill in the grid","Place values in their appropriate cell","transcription, spreadsheet","$0.03","Tue Nov 13 16:38:38 GMT 2012","40","BatchId:962304;","300","172800","Wed Nov 14 16:38:38 GMT 2012","","","2F0B727M0IGFY2YB266S0F4XLY9YDX","A30MKFX1YVHS23","Submitted","Tue Nov 13 17:45:56 GMT 2012","Tue Nov 13 17:47:43 GMT 2012","Thu Nov 15 09:47:43 PST 2012","","","","107","0% (0/0)","0% (0/0)","0% (0/0)","C","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","1427602156","340926355.5","985666.55","30000000","-51786608.8","1515501800","-392700000","1124090364","-33376095","1003368421","C|C"
